id;company_name;city;country;foundation_year_cat
313467833;Alfred Gernot Ramrath;Wesel;DE;experte
313468746;Konzept Informationssysteme GmbH;Meersburg;DE;experte
313472944;Neue Apotheke, Apothekerin Karen Paulsen;Böblingen;DE;reifen
313474092;actrevo GmbH;Hamburg;DE;experte
313478143;LINUS WITTICH Medien KG;Herbstein;DE;experte
313480640;SolarMax Sales and Service GmbH;Ellzee;DE;experte
313480685;Schwarz IT GmbH & Co. KG;Neckarsulm;DE;experte
313481420;Consigen GmbH;Düsseldorf;DE;experte
313486219;CIS GmbH;Essen;DE;experte
313488412;Antje Heinze;Dresden;DE;experte
313493819;ProBioGen AG;Berlin;DE;experte
313494494;Autohaus Wagner GmbH;Forchheim;DE;experte
313496251;Melanie Lammers;Hamburg;DE;experte
313496285;Christof Senghaas;Lehre;DE;experte
313498256;Randstad Deutschland GmbH;Eschborn;DE;experte
313499823;Standpunkt Digital GmbH & Co. KG;Dortmund;DE;experte
313502364;Richard Grießbach Feinmechanik GmbH;Dippoldiswalde;DE;experte
313503316;BrainCode Marketing GmbH;München;DE;experte
313506347;Lidl Österreich GmbH;Neckarsulm;DE;experte
313510729;Drekopf Recyclingzentrum Velbert GmbH;Velbert;DE;experte
313511468;FINLEX GmbH;Frankfurt am Main;DE;experte
313511764;Aequitas Software GmbH & Co. KG;Ellerbek;DE;experte
313511831;STERNBERG Software GmbH & Co. KG;Bielefeld;DE;experte
313512125;CAREERTEAM GmbH;Hamburg;DE;experte
313513345;Hammer AG;München;DE;experte
313516360;HENSOLDT Sensors GmbH;Taufkirchen;DE;experte
313517326;United Brands 24 GmbH;Hanau;DE;experte
313520217;Dicide GmbH;Kiel;DE;experte
313522309;Edgar Baumgardt;Schwerin;DE;experte
313522366;Michael Becker;Bergheim;DE;experte
313522948;Inside Gesellschaft für Lern- und Informationssysteme mbH;Aachen;DE;experte
313524316;Stadtwerke Troisdorf GmbH;Troisdorf;DE;reifen
313524556;THINKS Design GmbH;Hamburg;DE;experte
313524982;Move24 Group GmbH;Berlin;DE;experte
313525310;Jochen Falch;Ehingen (Donau);DE;experte
313527180;ecom consulting GmbH;München;DE;experte
313527359;Pinion Digital GmbH;Köln;DE;experte
313527909;WEAS Technik GmbH;Dresden;DE;experte
313530691;peiker Consumer Electronics Evolution GmbH;Bad Homburg;DE;experte
313531370;Qnit AG;Eschborn;DE;experte
313532418;Multitest GmbH;Rosenheim;DE;junge
313534091;Elektroinstallation Schomburg GmbH;Marklohe;DE;experte
313534201;ALPHA Sports GROUP GmbH;Hamburg;DE;experte
313534979;vi2vi GMS GmbH;Ettlingen;DE;experte
313535247;Niederrhein-Klinik Korschenbroich GmbH;Korschenbroich;DE;experte
313536035;House Intelligence GmbH;Erkrath;DE;experte
313536065;Neas Energy GmbH;Hilden;DE;experte
313536282;HelloFresh Deutschland SE & Co. KG;Berlin;DE;experte
313536954;LAUER-FISCHER ApothekenService GmbH;Koblenz;DE;experte
313536978;INTECIO GmbH;Frankfurt am Main;DE;experte
313537623;Söll GmbH;Hof;DE;experte
313540673;decon international GmbH;Bad Homburg;DE;experte
313543241;SLA Software Logistik Artland GmbH;Quakenbrück;DE;experte
313545707;msg industry advisors AG;Ismaning;DE;experte
313546333;FlyNex GmbH;Leipzig;DE;experte
313546378;BVZ GmbH;Frankfurt am Main;DE;experte
313546606;Michael Laukötter;Rheda-Wiedenbrück;DE;experte
313547317;Akademie für Pflegeberufe und Management (apm) Niedersachsen gGmbH;Osnabrück;DE;experte
313548283;Ambibox GmbH;Mainz;DE;experte
313549320;Orthoparc Klinik GmbH;Köln;DE;experte
313550826;Frank Meyer;Grinau;DE;experte
313552549;START NRW GmbH;Duisburg;DE;experte
313552695;neuland GmbH & Co. KG;Aachen;DE;experte
313553612;GST Gesellschaft für Sicherheitstechnik mbH;Mülheim an der Ruhr;DE;experte
313554354;Hartmann GmbH;Bochum;DE;experte
313556620;Tradeconthor GmbH;Adendorf;DE;experte
313556678;Quinta GmbH;Gräfelfing;DE;experte
313560529;Volterion GmbH;Dortmund;DE;experte
313563743;ACP GmbH;Leichlingen (Rheinland);DE;experte
313564970;Octagen GmbH;Bremen;DE;experte
313571002;DEDON GmbH;Lüneburg;DE;experte
313571572;Elgato Systems GmbH;München;DE;experte
313572331;SETOLITE Lichttechnik GmbH;Hückeswagen;DE;experte
313573889;Philipp Reusch;Saarbrücken;DE;experte
313575028;NeoLog GmbH;Landshut;DE;experte
313579408;LUCKY SHAREMAN GmbH;Hamburg;DE;experte
313579811;upljft gmbh;Hamburg;DE;experte
313581190;AdTriba GmbH;Hamburg;DE;experte
313581862;BAT Business Services GmbH;Berlin;DE;experte
313582209;Fachwerk Bildung gGmbH;Emstek;DE;experte
313588832;OBO Bettermann GmbH & Co. KG;Menden (Sauerland);DE;reifen
313589394;amx GmbH;Niederwörresbach;DE;experte
313592315;Ralf Klingelhöfer;Dillenburg;DE;experte
313592746;Manfred Oberstadt;Leer (Ostfriesland);DE;experte
313592769;Susanne Robers-Gerigk;Borken;DE;experte
313593271;Nick Hameister;Bernitt;DE;experte
313593284;Joachim Weiße;Rostock;DE;experte
313593798;Eileen Barunduk;Bremervörde;DE;experte
313594237;Timo Gölitz;Leer (Ostfriesland);DE;experte
313594296;Hans-Jürgen Hoppe;Sellin;DE;experte
313595050;HERDEN BÖTTINGER BORKEL NEUREITER GmbH Wirtschaftsprüfungsgesellschaft Steuerberatungsgesellschaft;Osnabrück;DE;experte
313597169;Roman Mandry;Berlin;DE;experte
313597461;Frank Meisch;Goldberg;DE;experte
313597657;Thomas Werning;Marsberg;DE;experte
313597829;Rouven Stieghahn;Scheeßel;DE;experte
313598593;Reuven Werner Benger;Kevelaer;DE;experte
313601798;DRF Deutschland Fernsehen Produktions GmbH & Co. KG;Urbar;DE;experte
313602572;Denis Eggert;Frankfurt am Main;DE;experte
313603729;Nezir Ramic;Bad Schussenried;DE;experte
313603732;Mihael Vodopija;Kirchberg an der Murr;DE;experte
313603924;Bernd Wolfgang Scheidgen;Lohmar;DE;experte
313604165;Marco Massmann;Melle;DE;experte
313604425;Ralph Bergsträßer;Rutsweiler an der Lauter;DE;experte
313604495;Wolfgang Klee;Köln;DE;experte
313605657;Christina Hütte;Bergneustadt;DE;experte
313606280;Maher Masalkhi;Aachen;DE;experte
313608392;Klaus-Dieter Hoffmann;Heidenrod;DE;experte
313609215;Enigami Lead GmbH;München;DE;experte
313612442;Stadtwerke Potsdam GmbH;Potsdam;DE;reifen
313613625;Bühler Entsorgung GmbH;Bopfingen;DE;experte
313613808;HCM SSC GmbH;Eppingen;DE;experte
313615837;Founders Foundation gGmbH;Gütersloh;DE;experte
313619492;IoT CONNCTD GmbH;Berlin;DE;experte
313627424;VCK Logistics SCS GmbH;Düsseldorf;DE;experte
313632259;Juniks Marketing GmbH;Dresden;DE;experte
313640482;Motio GmbH Hamburg;Hamburg;DE;experte
313642979;Siegrun Wachler;Glauchau;DE;experte
313645362;Hotel-Restaurant Adler GmbH & Co.KG;Weil am Rhein;DE;experte
313647132;MEDICARE GmbH;Gelsenkirchen;DE;experte
313647339;Facto Financial Services AG;München;DE;experte
313650202;Gehrke econ GmbH Wirtschaftsprüfungsgesellschaft;Hannover;DE;experte
313650606;go eCommerce GmbH;Mannheim;DE;experte
313652455;Ottemeier Werkzeug- und Maschinentechnik GmbH;Verl;DE;reifen
313654595;Aluxo IT GmbH;Heidelberg;DE;experte
313654876;Rosneft Deutschland GmbH;Berlin;DE;experte
313660151;AGU-GmbH für Arbeitssicherheit, Gesundheitsschutz und Umweltschutz;Bensheim;DE;experte
313663049;steute Schaltgeräte GmbH & Co. KG;Löhne;DE;reifen
313674016;HanseCom Public Transport Ticketing Solutions GmbH;Hamburg;DE;experte
313684102;SiCon GmbH;Hilchenbach;DE;experte
313685918;Pegasus GmbH;Wittingen;DE;experte
313688840;PrivatVerrechnungsStelle der Ärzte in Niedersachsen rkV;Hannover;DE;reifen
313691614;Scoop GmbH;Hamburg;DE;experte
313692067;Thomas Harder;Dietenheim;DE;experte
313693699;ARWOBAU Immobilien- und Beteiligungsgesellschaft mit beschränkter Haftung;Berlin;DE;experte
313697337;LEG Wohnen Service GmbH;Düsseldorf;DE;experte
313699032;Fulino GmbH;Bocholt;DE;experte
313699338;Patrick D. Cowden;Teltow;DE;experte
313702791;Felss Group GmbH;Königsbach-Stein;DE;experte
313705113;Meese GmbH;Hemer;DE;junge
313705618;4Com GmbH & Co. KG;Hannover;DE;experte
313708522;DEE GmbH;Böhmenkirch;DE;experte
313710637;Thomas Kaleja;Montabaur;DE;experte
313716169;Held GmbH;Pirmasens;DE;reifen
313718355;sign point GmbH;Braunschweig;DE;experte
313725187;Julia von Winterfeldt;Berlin;DE;experte
313725950;Evolvice Team GmbH;Stuttgart;DE;experte
313726173;H/P Executive Consulting GmbH;Berlin;DE;experte
313728413;CCL Label Marburg GmbH;Marburg;DE;experte
313729733;Value-Holdings Vermögensmanagement GmbH;München;DE;experte
313730848;Proemion GmbH;Fulda;DE;junge
313734741;CP contech electronic GmbH;Leopoldshöhe;DE;experte
313736255;sam Production GmbH;Menden (Sauerland);DE;experte
313736281;PINPOOLS GmbH;Haan;DE;experte
313736632;OWO One Week Opportunities UG (haftungsbeschränkt);Berlin;DE;experte
313737498;Innight Express Germany GmbH;Mannheim;DE;experte
313738045;Pieper GmbH;Alzenau;DE;experte
313743384;vilisto GmbH;Hamburg;DE;experte
313743552;comundus REGISAFE GmbH;Waiblingen;DE;experte
313744237;WVD Dialog Marketing GmbH;Chemnitz;DE;experte
313745837;Regina Brasse;Allmannshofen;DE;experte
313746364;PSG GmbH & Co. KG;Windorf;DE;experte
313746424;Jürgen Stachowski;Auerbach i.d.OPf.;DE;experte
313746464;Frank Meyer;Neundorf;DE;experte
313747312;Thurid Bösch;Schwanewede;DE;experte
313748557;Martina Rudel;Herne;DE;experte
313750253;Walter Buss;Rhede;DE;junge
313750302;Artur Müller;Wain;DE;experte
313750847;kobaltblau management consultants GmbH;München;DE;experte
313751169;goodforgrowth GmbH;Berlin;DE;experte
313752248;CNS Computer-Network-Systemengineering GmbH;Gelsenkirchen;DE;experte
313752270;ROB Cemtrex Automotive GmbH;Paderborn;DE;experte
313754610;PraeLux Gesellschaft für Investmentberatung mbH;Hamburg;DE;experte
313755530;Ehrmann Wohn- und Einrichtungs GmbH;Landau in der Pfalz;DE;experte
313756232;IQser Technologie GmbH;Mannheim;DE;experte
313759787;von Busch GmbH;Hamburg;DE;experte
313759895;FRANKA EMIKA GmbH;München;DE;experte
313760577;Adam Szczepanski;Unterschleißheim;DE;experte
313762248;Saks Fifth Avenue OFF 5th Europe GmbH;Köln;DE;experte
313768574;eyevis Gesellschaft für Projektions- und Großbildtechnik mbH;Reutlingen;DE;experte
313769976;Michael Becker;Ahrensbök;DE;experte
313769998;Ludwig Volkmann;Bechstedtstraß;DE;experte
313771848;Waters GmbH;Eschborn;DE;experte
313774030;Clemens Lammers GmbH & Co. KG;Rheine;DE;experte
313791954;Julia Trinkle;Obing;DE;experte
313793504;Digital Incubation and Growth GmbH;Dortmund;DE;experte
313794935;ASX Beteiligungs-GmbH & Co FAKO KG;Pullach i. Isartal;DE;experte
313797105;ProActive Software Deutschland GmbH;Frankfurt am Main;DE;experte
313800347;LoadFox GmbH;München;DE;experte
313800574;GERCHGROUP AG;Düsseldorf;DE;experte
313802088;Steffen Mai und Marco Schröder;Lebach;DE;experte
313803811;m+p consulting Stuttgart GmbH;Leinfelden-Echterdingen;DE;experte
313807125;ATC Aviation Services AG, Niederlassung Deutschland;Frankfurt am Main;DE;junge
313811472;EUROMASTER GmbH;Mannheim;DE;experte
313814097;Hemmersbach GmbH & Co. KG;Nürnberg;DE;experte
313814833;VoltStorage GmbH;München;DE;experte
313815656;Top Service GmbH;Niederkrüchten;DE;experte
313821373;erf24 touristic services GmbH;Erfurt;DE;experte
313844110;DEUTSCHE PROVENTUS AG;Hannover;DE;experte
313846297;Auerhammer Metallwerk GmbH;Aue;DE;reifen
313849564;FAG Industrial Services GmbH;Herzogenrath;DE;experte
313857013;Henn GmbH;Heidelberg;DE;experte
313861502;ABSOLUTE Software GmbH;Hamburg;DE;experte
313864589;BSF GmbH, Blechdeckungen, Spenglerei, Fassadenbau;Bernried;DE;experte
313864621;Götz GmbH;Eberhardzell;DE;experte
313865081;Fuchs Personal GmbH;Simmern;DE;experte
313866204;Scharkon Lichtkonzepte GmbH;Ahlen;DE;experte
313866956;Sonnen-Apotheke Heinz-Peter Hendricks;Kleve;DE;experte
313870247;Marianna Leins-Pocsai;Rottweil;DE;experte
313875338;Varengold Bank AG;Hamburg;DE;experte
313884769;S&T embedded GmbH;Ismaning Eching;DE;experte
313887846;Agfa HealthCare GmbH;Bonn;DE;experte
313891095;Asphalt-Thermo-Container A. Richter GmbH;Hessisch Lichtenau;DE;experte
313898009;MBmedien GmbH;Krefeld;DE;experte
313902487;Timo Bischoff;Lindern (Oldenburg);DE;experte
313912560;IFES GmbH;Wiesbaden;DE;experte
313915421;Zenuity GmbH;Unterschleißheim;DE;experte
313917015;Kolle Rebbe GmbH;Hamburg;DE;experte
313918484;APEX Voice Communications Europe GmbH;München;DE;experte
313925437;Rotork GmbH;Langenzenn;DE;experte
313933021;Martin Wardenbach;Wissen;DE;experte
313933806;CCCP Werbeagentur GmbH;Köln;DE;experte
313940009;VeriFone GmbH;Bad Hersfeld;DE;experte
313940215;Belimed GmbH;Mühldorf a. Inn;DE;experte
313941516;Elektra GmbH;Neuburg a.d.Donau;DE;experte
313951485;Men At Work GmbH, CAD/CAM Service & Systemlösungen;Bietigheim;DE;experte
313951883;Sven Troche;Chemnitz;DE;experte
313961666;CRYOTEC Anlagenbau GmbH;Wurzen;DE;reifen
313981821;Comatec GmbH, Kommunikationsagentur für Technik;Villingen-Schwenningen;DE;experte
313989310;Marc Tüscher;Mönchengladbach;DE;experte
313993057;REPUCOM Deutschland AG;Köln;DE;junge
313993586;EIKI Deutschland GmbH;Idstein;DE;experte
313996711;Iris Müller;Duisburg;DE;experte
314001921;Hansen GmbH;Hückelhoven;DE;junge
314002549;Bühler GmbH;Reichshof Bergneustadt;DE;experte
314002754;Gemeindeverwaltung Ottobrunn;Ottobrunn;DE;reifen
314003406;Unternehmensberatung Konrad Schneider GmbH;Braunschweig;DE;experte
314035247;Deltex Handelsgesellschaft mbH;Hamburg;DE;junge
314050441;Huth + Wenzel Werbeagentur GmbH;Frankfurt am Main;DE;experte
314051459;Bender GmbH;Bottrop;DE;junge
314054473;Dr. Maier + Partner HR Consulting GmbH;Stuttgart;DE;experte
314066176;multi media Service GmbH;Heilbronn;DE;experte
314066671;TÜV NORD Umweltschutz GmbH & Co. KG;Hamburg;DE;experte
314067561;Ronald Schmidt;Wunstorf;DE;experte
314074477;Zum goldenen Hirschen Dammtor GmbH;Hamburg;DE;experte
314075829;MEYLE AG;Hamburg;DE;experte
314076174;Patrick Nottebaum;Deggendorf;DE;experte
314076308;Swiss Life Select Deutschland GmbH;Hannover;DE;experte
314076719;European Railway Company Rail GmbH (ERC.RAIL GmbH);Nürnberg;DE;experte
314077300;Stefan Müller;Ingolstadt;DE;experte
314079025;DUALITY Beratungs-GmbH;Ulm;DE;experte
314084067;Michael Page;München;DE;experte
314087375;i2solutions GmbH;Stolberg (Rhld.);DE;experte
314095935;Weber Historische Automobile, Handel, Reparatur und Service GmbH;Emmingen-Liptingen;DE;experte
314096699;Hartwich Mertens Ingenieure Planungsgesellschaft für Bauwesen mbH;Berlin;DE;experte
314099347;Optel Media Services GmbH;Berlin;DE;experte
314099420;RightNow Technologies (Deutschland) GmbH;München;DE;experte
314099470;Marc Ludwig;Neukirchen/Erzgeb.;DE;experte
314099875;TimeKontor AG;Berlin;DE;experte
314100589;Thomas Vogeler;Radevormwald;DE;experte
314100608;fischerAppelt AG;Hamburg;DE;experte
314100655;Joachim Weingart;Stendal;DE;experte
314100858;Torsden Koch;Ahausen;DE;experte
314101231;Jens Arndt;Hohenbocka;DE;experte
314101457;DFDS Germany ApS & Co. KG;Hamburg;DE;experte
314103044;Tim Pahle;Lörrach;DE;experte
314103349;Thomas Zipper;Bad Birnbach;DE;experte
314104535;janolaw AG;Sulzbach (Taunus);DE;experte
314105599;Modell- und Formenbau Blasius Gerg GmbH;Tuntenhausen;DE;junge
314106372;XCYDE GmbH;Leipheim;DE;experte
314111545;FMS Future Mobility Solutions GmbH;Gaimersheim;DE;experte
314112173;SOMNOmedics GmbH;Randersacker;DE;experte
314120531;alsecco GmbH;Wildeck;DE;experte
314122469;Yasin Yüzer;Singen (Hohentwiel);DE;experte
314122992;Thomas Roth;Oberndorf am Neckar;DE;experte
314123914;Schne-frost Ernst Schnetkamp GmbH & Co. KG;Löningen;DE;experte
314127352;SYSTEMTECHNIK GmbH;Sömmerda;DE;experte
314128111;get it done Service GmbH;Berlin;DE;experte
314130433;Systemhaus Bremen GmbH;Bremen;DE;experte
314132887;Leadec FM BV & Co. KG;Gaimersheim;DE;experte
314133629;Comara GmbH;St. Georgen im Schwarzwald;DE;experte
314133951;Axians NEO Solutions & Technology GmbH;Hannover;DE;experte
314141561;GSI GmbH;Offenbach am Main;DE;experte
314142065;Smilodox GmbH & Co. KG;Hamburg;DE;experte
314142624;Cpro IOT Connect GmbH;Hamburg;DE;experte
314156594;Heraeus Additive Manufacturing GmbH;Hanau;DE;experte
314167833;Dahmen & Munier OHG;Berlin;DE;experte
314181145;HK GmbH & Co. KG Exakt Montagen;Westerstede;DE;experte
314191664;GFO  Gesellschaft  für Objektbetreuung  mbH;Tamm;DE;experte
314192811;Allessa GmbH;Frankfurt am Main;DE;experte
314210257;Enrico Nowack;Klüden;DE;experte
314213608;ACA GmbH;Villingen-Schwenningen;DE;experte
314214494;Martin Nowak;Viernheim;DE;experte
314215287;Justix GmbH;Köln;DE;experte
314226908;Volksbank Göppingen eG;Lauterstein;DE;experte
314230877;JOB SATISFACTION GmbH;Detmold;DE;experte
314231453;Michael Wahler;München;DE;experte
314234497;Hartmann GmbH;Grassau;DE;experte
314235040;Pro-Aqua International GmbH;Ansbach;DE;experte
314242464;Celonic Deutschland GmbH & Co. KG;Heidelberg;DE;experte
314248274;DSKB Deutsche Strategie- und Kommunikationsberatung GmbH;Kronshagen;DE;experte
314254657;Sonnen-Apotheke Gudrun Soennichsen, Inh. Apotheker Gerd-Uwe Hein;Oldenburg;DE;reifen
314255675;STUDIOCANAL TV GmbH;München;DE;experte
314261775;Gross GmbH;Raschau-Markersbach;DE;experte
314267643;Teal Technology Consulting GmbH;Haren (Ems);DE;experte
314271926;BAM GmbH;Wiedergeltingen;DE;experte
314272589;W+ST Personalberatung GmbH;Saarbrücken;DE;experte
314273343;Berger GmbH;Meßstetten;DE;reifen
314279419;MeinAlarm24 GmbH;Hamburg;DE;experte
314279585;SMP GmbH;Limburg;DE;experte
314279822;Claus Heitmann;Ahrensburg;DE;experte
314280467;BSH GmbH;Eggenstein-Leopoldshafen;DE;experte
314280826;Mainzer Breitband GmbH;Mainz;DE;experte
314280851;BEKO GmbH;Büttelborn;DE;experte
314282839;BrainTalents GmbH;München;DE;experte
314284006;Parallels GmbH;München;DE;experte
314285086;Reisebüro Bruchköbel Jung & Katryniok GmbH;Bruchköbel;DE;experte
314285624;Core GmbH;Eppingen;DE;experte
314290243;SST GmbH - Handel & Dienstleistungen;Stuttgart;DE;experte
314291803;Ultimus GmbH;Königsbrunn;DE;experte
314298675;TRENDMOBIL GmbH;Paderborn;DE;experte
314302428;ADVISA Steuerberatungsgesellschaft mbH;Großwallstadt;DE;experte
314303922;Tommaso Chimenti;Castrop-Rauxel;DE;experte
314304522;David Neumann;Solms;DE;experte
314305035;Heinz-Günter Nikoleit;Essen;DE;junge
314305860;Alexander Kruhl;Baiersdorf;DE;experte
314306852;Ringo Mosch;Stuttgart;DE;experte
314307267;Michael Neuwirth;Würzburg;DE;experte
314307313;Sergej Küster;Krefeld;DE;experte
314308046;Jürgen Schröter;Bremen;DE;junge
314309130;Christian Gerhard Emmerich;Berlin;DE;experte
314310181;Vivantes - Netzwerk für Gesundheit GmbH;Berlin;DE;experte
314311420;Busch GmbH;Gernsbach;DE;experte
314311809;IBC Solar AG;Bad Staffelstein;DE;junge
314313987;AES GmbH;Frankfurt (Oder);DE;experte
314316774;Josef Pape Beteiligungsgesellschaft mbH;Marsberg;DE;experte
314317722;Interimhead GmbH;Frankfurt am Main;DE;experte
314326924;zeroBS GmbH;Kiel;DE;experte
314332722;Rezidor Hotel Köln GmbH;Duisburg;DE;experte
314332797;K & H Business Partner GmbH;Hamburg;DE;experte
314336316;Seven Squared Guardians of Digital GmbH;Hamburg;DE;experte
314336358;Lamertz GmbH;Hannover;DE;experte
314337789;INTEGRAL GmbH;Kerken;DE;experte
314344487;enretec GmbH;Velten;DE;junge
314344644;GIGA Gesellschaft für Industrie- und Gebäudeautomation mbH;Saarbrücken;DE;experte
314346416;Punch Powertrain Germany GmbH;Lehre;DE;experte
314349536;Sparda-Bank Hamburg eG;Kiel;DE;experte
314352555;Volksbank RheinAhrEifel eG;Remagen;DE;experte
314357198;Thomas Meier;München;DE;experte
314358647;REWE Dortmund SE & Co. KG;Dortmund;DE;experte
314364963;itprocess GmbH;Mühlacker;DE;experte
314366827;Katja Decker;Schiffweiler;DE;experte
314367073;HDR GmbH;Duisburg;DE;experte
314389488;Funkwerk IoT GmbH;Bremen;DE;experte
314395786;Walter Meyers GmbH & Co. KG;Aachen;DE;experte
314396082;Modepark Röther GmbH;Michelfeld;DE;experte
314398951;Autohaus Weller GmbH & Co. KG;Bietigheim-Bissingen;DE;experte
314399606;Raytion GmbH;Düsseldorf;DE;experte
314402343;Berger GmbH;Königsbach-Stein;DE;experte
314405270;Four Gates Aktiengesellschaft;Leipzig;DE;experte
314407573;Edelman.ergo Digital GmbH;Berlin;DE;experte
314415162;Maier GmbH;Isny im Allgäu;DE;junge
314427191;Zweckverband Kommunale Informationsverarbeitung Baden-Franken;Karlsruhe;DE;junge
314460259;Storz Medienfabrik GmbH;Esslingen am Neckar;DE;experte
314460614;ec4u data experts gmbh;Böblingen;DE;experte
314460713;energieNRW GmbH;Düsseldorf;DE;experte
314461364;stb ag;Augsburg;DE;experte
314461398;BAUER Maschinen GmbH;Schrobenhausen;DE;experte
314463998;AWB Abfallwirtschaftsbetriebe Köln GmbH;Köln;DE;experte
314475141;Beam Deutschland GmbH;Frankfurt am Main;DE;reifen
314477220;Publicis Media GmbH;Düsseldorf;DE;experte
314483762;gastronovi GmbH;Bremen;DE;experte
314498650;ATELCO Computer Aktiengesellschaft;Möhnesee;DE;junge
314498858;Feo Elektronik GmbH;Ravensburg;DE;experte
314500521;BOSIG Baukunststoffe GmbH;Elsterwerda;DE;experte
314506080;Maier GmbH;Oberschneiding;DE;experte
314508524;PARTSLIFE GmbH;Neu-Isenburg;DE;experte
314509795;Elektrizitätswerke Reutte GmbH & Co. KG;Füssen;DE;experte
314515479;EKF-Einkaufskontor Fliesen GmbH;Frankfurt am Main;DE;experte
314517111;SPN Schwaben Präzision Fritz Hopf GmbH;Nördlingen;DE;reifen
314520992;Prof. Dr. Thomas Abele;Stuttgart;DE;experte
314530095;Tobias York Marczok;Berlin;DE;experte
314531294;Leybold GmbH;Köln;DE;reifen
314532086;Storopack Reichenecker Handels GmbH + Co. KG;Metzingen;DE;experte
314538273;Marien-Apotheke Karl-Egon Schmid e.K.;Heimenkirch;DE;experte
314540939;Dr. Michael Heines;Heinsberg;DE;experte
314541483;KDT Kompressoren- und Drucklufttechnik Gesellschaft mit beschränkter Haftung;Reutlingen;DE;experte
314541889;Hagen Consulting & Training GmbH;Siegburg;DE;experte
314541922;Josef Weichinger;Regensburg;DE;experte
314544545;Aesculap Pflegedienst GmbH;Düsseldorf;DE;experte
314554957;InternetQ GmbH;Hamburg;DE;experte
314558689;GSI GmbH;Bochum;DE;experte
314559126;MEV Elektronik Service GmbH;Hilter am Teutoburger Wald;DE;experte
314578352;MIBS Aktiengesellschaft;Mülheim an der Ruhr;DE;experte
314579314;Götz GmbH;Kulmbach;DE;junge
314580325;Adler-Apotheke Josef Müller;Freising;DE;experte
314582763;SBL Süddeutsche Baustoff Logistik GmbH & Co. KG;Mengen;DE;experte
314587671;'Weyermann GmbH & Co. KG';Kreuzau;DE;experte
314590704;PCS Professional Conference Systems GmbH;Düsseldorf;DE;experte
314591512;FAUN Umwelttechnik GmbH & Co. KG;Osterholz-Scharmbeck;DE;reifen
314595133;Kiwa International Cert GmbH;Hamburg;DE;experte
314596904;Rudolph & Kollegen GmbH Steuerberatungsgesellschaft;Hamburg;DE;experte
314600649;JS Financial Services GmbH;Tuntenhausen;DE;experte
314601787;Audi Zentrum Chemnitz AG;Chemnitz;DE;experte
314603036;Genius GmbH;Limburg;DE;experte
314606422;Core GmbH;Würzburg;DE;experte
314607771;interaktiv GmbH informationsorientierte Arbeitsplatzorganisation;Höchberg;DE;experte
314611336;Werner & Pfleiderer Industrielle Backtechnik GmbH;Tamm;DE;reifen
314611369;Wehrle GmbH;Ravensburg;DE;experte
314611617;SysCon Gesellschaft für Systemlösungen der Automatisierung und Qualitätssicherung mbH;Mannheim;DE;experte
314613519;Sehsucht GmbH;Hamburg;DE;experte
314623315;Statement GmbH;Saarbrücken;DE;experte
314625724;Blefa GmbH;Kreuztal;DE;reifen
314630138;CSB-System AG;Geilenkirchen;DE;junge
314634445;nya nordiska textiles GmbH;Dannenberg (Elbe);DE;reifen
314634833;Meditech Electronic GmbH;Wedemark;DE;junge
314635889;C.C.G. Familienrestaurant GmbH;Traunstein;DE;experte
314636593;Bartolome Röder Aktiengesellschaft;München;DE;experte
314636866;PHOCUS DIRECT COMMUNICATION GmbH;Nürnberg;DE;experte
314637323;Sensus GmbH Ludwigshafen;Ludwigshafen am Rhein;DE;experte
314640280;Rüdiger Keppel;Burscheid;DE;experte
314640343;Lufthansa Aviation Training Germany GmbH;Frankfurt am Main;DE;experte
314644766;RENTA Personaldienstleistungen GmbH;Dresden;DE;junge
314649039;TROX HGI GmbH;Hörstel;DE;experte
314657545;ITD Ingenieurgesellschaft für technische Dienstleistungen mbH;Aachen;DE;experte
314668401;iSYS Software GmbH;München;DE;experte
314669458;medicoreha Welsink Rehabilitation GmbH;Neuss;DE;experte
314673518;AMADEUS FIRE Interim- und Projektmanagement GmbH;Frankfurt am Main;DE;experte
314674524;DYCKERS & FRIENDS GmbH;Düsseldorf;DE;junge
314675513;auric Hörsysteme GmbH & Co. KG;Rheine;DE;experte
314676834;Michael W. Gross Wirtschaftsberatung GmbH, Muenchen;München;DE;experte
314677142;Einhorn-Apotheke Apotheker Frank Strätz;Hachenburg;DE;junge
314678798;Bewegte Zeiten Filmproduktion GmbH;Wiesbaden;DE;experte
314678822;VERTICAS Gesellschaft für verkaufsfördernde Produkte und Produktion mbH;Wiesbaden;DE;experte
314682014;Wegner GmbH;Stuhr;DE;junge
314690553;Sigma-Aldrich Chemie GmbH;Steinheim am Albuch;DE;experte
314695540;DEKRA Assurance Services GmbH;Stuttgart;DE;experte
314699026;KFF pet care GmbH;Fulda;DE;junge
314701152;ProCom Professional Communication & Service GmbH;Essen;DE;experte
314718354;Akademie Überlingen Neue Medien GmbH;Osnabrück;DE;experte
314721366;MedicalCommunications GmbH;Heidelberg;DE;experte
314722612;Rothkopf & Huberty Werbeagentur GmbH;Düsseldorf;DE;experte
314733023;Städtische Bäder- und Beteiligungs-GmbH Werl;Werl;DE;experte
314739467;Taylorix Vertriebs- und Service-GmbH West;Stuttgart;DE;junge
314755687;WITEC Informationssysteme-Vertriebs GmbH;Hohenpeißenberg;DE;experte
314763509;OWL-Digital GmbH & Co. KG;Bielefeld;DE;experte
