id_profiles;id_entities
7633;303997365
7633;301725698
7633;649441888
7633;300241986
7633;300169780
7633;301120122
7633;300232154
7633;300228633
7633;303100713
7633;303605091
7811;312676789
7811;341877048
7811;340968186
7811;329552181
7811;343091005
7811;315921564
7811;342064342
7811;342455654
7811;314156262
7811;341496869
7859;300169780
7859;303997365
7859;300182334
7859;300241986
7859;302942198
7859;300191947
7859;303367189
7859;301848441
7859;300262029
7859;300842916
7861;304083900
7861;300842916
7861;300262029
7861;300388675
7861;301848441
7861;322705112
7861;649430857
7861;302684428
7861;487759151
7861;300182334
8390;482647385
8390;484735969
8390;300853665
8390;303664882
8390;300569659
8390;482508103
8390;301702155
8390;389535758
8390;315494190
8390;300605099
8623;301120122
8623;303997365
8623;484735969
8623;480384676
8623;300981649
8623;482647385
8623;480607014
8623;649441888
8623;300853665
8623;300169780
8941;301120122
8941;303997365
8941;302684428
8941;649441888
8941;301725698
8941;480384676
8941;484735969
8941;300169780
8941;300241986
8941;300027610
8967;649441888
8967;303997365
8967;300232154
8967;301725698
8967;300689333
8967;301120122
8967;300241986
8967;304083900
8967;300169780
8967;303605091
9048;300169780
9048;649441888
9048;303997365
9048;302684428
9048;303367189
9048;300191947
9048;302942198
9048;300265196
9048;300182334
9048;300241986
9069;300169780
9069;649441888
9069;303997365
9069;302684428
9069;303367189
9069;300191947
9069;302942198
9069;300265196
9069;300182334
9069;300241986
9426;303997365
9426;300241986
9426;302684428
9426;300169780
9426;649441888
9426;302942198
9426;303367189
9426;300191947
9426;300689333
9426;303100713
9556;300169780
9556;649441888
9556;303997365
9556;302684428
9556;300190715
9556;300191947
9556;303367189
9556;302942198
9556;300457272
9556;301917464
9557;300169780
9557;649441888
9557;303997365
9557;302684428
9557;303367189
9557;300191947
9557;302942198
9557;300265196
9557;300182334
9557;300241986
9578;649441888
9578;481166630
9578;487759151
9578;300241986
9578;301725698
9578;482560146
9578;481572407
9578;485442706
9578;303997365
9578;301120122
9584;303664882
9584;300925398
9584;315494190
9584;303296677
9584;300194887
9584;300569659
9584;300197223
9584;303560866
9584;300853665
9584;389535758
9718;300169780
9718;649441888
9718;303997365
9718;302684428
9718;303367189
9718;300191947
9718;302942198
9718;300265196
9718;300182334
9718;300241986
9741;481556558
9741;482508103
9741;485468081
9741;481166630
9741;483462404
9741;485442706
9741;481572407
9741;300197223
9741;485283001
9741;484764514
9775;300169780
9775;649441888
9775;303997365
9775;302684428
9775;303367189
9775;300191947
9775;302942198
9775;300265196
9775;300182334
9775;300241986
9942;303997365
9942;649441888
9942;300981649
9942;484735969
9942;301120122
9942;480840987
9942;480384676
9942;300228633
9942;300464477
9942;300232154
10531;300169780
10531;303997365
10531;302684428
10531;483933193
10531;480718576
10531;300241986
10531;485915243
10541;303997365
10541;649441888
10541;301725698
10541;484735969
10541;300228633
10541;300241986
10541;300169780
10541;303605091
10541;300232154
10541;300689333
10593;303997365
10593;649441888
10593;303605091
10593;480003797
10593;300228633
10593;300232154
10593;481166630
10593;480384676
10593;480840987
10593;300464477
10663;300169780
10663;649441888
10663;303997365
10663;302684428
10663;303367189
10663;300191947
10663;302942198
10663;300265196
10663;300182334
10663;300241986
10706;303997365
10706;649441888
10706;300241986
10706;300169780
10706;301120122
10706;301725698
10706;300232154
10706;303605091
10706;300464477
10706;300228633
10825;480469675
10825;480718576
10825;482687030
10825;480873488
10825;481326908
10825;481166630
10825;649441888
10825;487856262
10825;481089436
10825;480000926
10885;303997365
10885;649441888
10885;301120122
10885;300169780
10885;300228633
10885;301725698
10885;300241986
10885;300464477
10885;303100713
10885;300689333
11091;303997365
11091;303664882
11091;482508103
11091;300197223
11091;300169780
11091;649441888
11091;300925398
11091;481556558
11091;301380762
11091;303216311
11109;300182334
11109;649430857
11109;303664882
11109;303364673
11109;304083900
11109;300191947
11109;302942198
11109;303367189
11109;301755471
11109;300156650
11150;331281691
11150;324185024
11150;330948183
11150;333732043
11150;340177011
11150;312575814
11150;318572211
11150;316045348
11150;340359349
11150;312574750
11256;480832864
11256;649441888
11256;303997365
11256;480469675
11256;480840987
11256;481166630
11256;481326908
11256;480284231
11256;482687030
11256;300232154
11269;303997365
11269;649441888
11269;301725698
11269;300241986
11269;301120122
11269;484735969
11269;300228633
11269;300232154
11269;300981649
11269;300169780
11517;300241986
11517;301120122
11517;303997365
11517;649441888
11517;300169780
11517;481166630
11517;300214693
11517;303100713
11517;300689333
11517;300464477
11524;389989922
11524;366304939
11524;331281691
11524;300232154
11524;326907990
11524;340359349
11524;328630751
11524;331840533
11524;340113164
11524;323360503
11566;300169780
11566;649441888
11566;303997365
11566;302684428
11566;303367189
11566;300191947
11566;302942198
11566;300265196
11566;300182334
11566;300241986
11589;303997365
11589;649441888
11589;300241986
11589;300169780
11589;301120122
11589;301725698
11589;300232154
11589;303605091
11589;300464477
11589;300228633
11790;300182334
11790;484735969
11790;303997365
11790;300169780
11790;302684428
11790;480384676
11790;302915632
11790;480718576
11790;480946995
11790;300689333
11902;300169780
11902;649441888
11902;303997365
11902;302684428
11902;303367189
11902;300191947
11902;302942198
11902;300265196
11902;300182334
11902;300241986
11926;481599871
11926;649441888
11926;301120122
11926;481572407
11926;485442706
11926;483620907
11926;484764514
11926;485283001
11926;480003797
11926;484735969
11996;302684428
11996;300169780
11996;303997365
11996;300182334
11996;649441888
11996;300219359
11996;303367189
11996;300191947
11996;302942198
11996;301120122
12133;300169780
12133;649441888
12133;303997365
12133;302684428
12133;303367189
12133;300191947
12133;302942198
12133;300265196
12133;300182334
12133;300241986
12255;649441888
12255;481166630
12255;303997365
12255;480469675
12255;301725698
12255;482560146
12255;481572407
12255;485442706
12255;301120122
12255;487759151
12520;480384676
12520;484735969
12520;480718576
12520;480946995
12520;480123150
12520;481425437
12520;482687030
12520;482653326
12520;304083900
12520;485490358
12577;389218611
12577;303997365
12577;328521174
12577;342723600
12577;499004455
12577;301725698
12577;331281691
12577;313538606
12577;342147899
12577;300241986
12866;649441888
12866;303997365
12866;300169780
12866;300548893
12866;300399527
12866;481166630
12866;300241986
12866;300464477
12866;301725698
12866;303371603
12883;482800807
12883;487759151
12883;482560146
12883;485442706
12883;481572407
12883;481326908
12883;485490358
12883;483432639
12883;483238523
12883;481166630
12967;481572407
12967;485442706
12967;481166630
12967;481599871
12967;485938521
12967;480003797
12967;485490358
12967;483933193
12967;482800807
12967;482074726
12982;484735969
12982;480384676
12982;482653326
12982;389535758
12982;300262029
12982;301848441
12982;300388675
12982;300842916
12982;481200835
12982;480718576
12988;303997365
12988;649441888
12988;300241986
12988;300169780
12988;301120122
12988;301725698
12988;300232154
12988;303605091
12988;300464477
12988;300228633
13117;484735969
13117;301120122
13117;303997365
13117;483933193
13117;480384676
13117;302684428
13117;300834087
13117;482647385
13117;480718576
13117;482508103
13240;300241986
13240;301725698
13240;649441888
13240;300169780
13240;648584407
13240;301120122
13240;303997365
13240;300689333
13240;303371603
13240;300190715
13254;389535758
13254;312558819
13254;341662018
13254;315043575
13254;318262169
13254;322507880
13254;313802811
13254;313307308
13254;389062175
13254;344672225
13420;481572407
13420;485442706
13420;483238523
13420;481166630
13420;303997365
13420;487759151
13420;483432639
13420;481115009
13420;484080523
13420;480622252
13706;303997365
13706;649441888
13706;480384676
13706;303605091
13706;300228633
13706;300981649
13706;301120122
13706;484735969
13706;300169780
13706;300232154
13785;484735969
13785;300182334
13785;300388675
13785;300842916
13785;300262029
13785;301848441
13785;302684428
13785;480384676
13785;303664882
13785;300981649
13866;303997365
13866;301725698
13866;649441888
13866;300241986
13866;300169780
13866;301120122
13866;300232154
13866;300228633
13866;303100713
13866;303605091
13882;481166630
13882;481572407
13882;485442706
13882;482560146
13882;482800807
13882;487759151
13882;483238523
13882;485490358
13882;484063438
13882;483432639
14069;303997365
14069;649441888
14069;300169780
14069;301120122
14069;300241986
14069;301725698
14069;300548893
14069;300689333
14069;300981649
14069;300228633
14224;303664882
14224;300925398
14224;300194887
14224;300853665
14224;482647385
14224;342361994
14224;300197223
14224;303296677
14224;303997365
14224;303560866
14235;649441888
14235;303997365
14235;300232154
14235;300689333
14235;300981649
14235;301725698
14235;300548893
14235;300169780
14235;300241986
14235;484735969
14445;389535758
14445;312743970
14445;344672225
14445;389062175
14445;551200616
14445;313802811
14445;340812104
14445;389424102
14445;327511333
14445;340808748
14511;315043575
14511;341662018
14511;316045348
14511;331461140
14511;341872202
14511;341031063
14511;327656380
14511;327153644
14511;313448798
14511;330204004
14873;484735969
14873;301120122
14873;480384676
14873;303997365
14873;480607014
14873;302684428
14873;480123150
14873;301725698
14873;480832864
14873;480873488
14980;483620907
14980;483238523
14980;482560146
14980;649441888
14980;303997365
14980;480840987
14980;480469675
14980;481166630
14980;487759151
14980;483432639
15050;300853665
15050;303664882
15050;315494190
15050;303496004
15050;300605099
15050;300925398
15050;300981649
15050;300694622
15050;300569659
15050;482647385
15285;300169780
15285;649441888
15285;303997365
15285;302684428
15285;303367189
15285;300191947
15285;302942198
15285;300265196
15285;300182334
15285;300241986
15301;300981649
15301;303997365
15301;389535758
15301;300197223
15301;301725698
15301;484735969
15301;649441888
15301;300689333
15301;301120122
15301;300853665
15466;484735969
15466;481572407
15466;485442706
15466;482508103
15466;482647385
15466;480003797
15466;481556558
15466;301120122
15466;485468081
15466;485283001
15824;300169780
15824;649441888
15824;303997365
15824;302684428
15824;303367189
15824;300191947
15824;302942198
15824;300265196
15824;300182334
15824;300241986
15837;303997365
15837;301725698
15837;649441888
15837;300241986
15837;300169780
15837;301120122
15837;300232154
15837;300228633
15837;303100713
15837;303605091
15881;303997365
15881;649441888
15881;300241986
15881;300169780
15881;301120122
15881;301725698
15881;300232154
15881;303605091
15881;300464477
15881;300228633
15908;484735969
15908;480384676
15908;303997365
15908;300981649
15908;481200835
15908;649441888
15908;301725698
15908;303605091
15908;300228633
15908;480469675
15962;300241986
15962;301725698
15962;649441888
15962;303997365
15962;301120122
15962;300169780
15962;481166630
15962;301858465
15962;303371603
15962;303100713
16065;482647385
16065;301120122
16065;480003797
16065;484735969
16065;481599871
16065;483933193
16065;649441888
16065;303997365
16065;300981649
16065;485442706
16096;484735969
16096;300981649
16096;480384676
16096;303997365
16096;482647385
16096;389535758
16096;480718576
16096;480469675
16096;482687030
16096;482653326
16155;482508103
16155;481556558
16155;485938521
16155;483016759
16155;484764514
16155;485283001
16155;481115009
16155;485468081
16155;485490358
16155;486245939
16188;301120122
16188;480384676
16188;484735969
16188;303997365
16188;649441888
16188;300232154
16188;300228633
16188;481166630
16188;480840987
16188;300981649
16268;301120122
16268;485468081
16268;481572407
16268;485442706
16268;481166630
16268;480003797
16268;303997365
16268;480718576
16268;484063438
16268;482687030
16644;300182334
16644;302684428
16644;304083900
16644;300191947
16644;303367189
16644;302942198
16644;301003968
16644;300411287
16644;300262029
16644;300388675
16814;649441888
16814;480469675
16814;300228657
16814;303997365
16814;300241986
16814;481166630
16814;304083900
16814;300232154
16814;300169780
16814;301858465
16853;649441888
16853;481166630
16853;303997365
16853;487759151
16853;485442706
16853;481572407
16853;483238523
16853;484080523
16853;480622252
16853;482800807
16919;366304939
16919;331281691
16919;340359349
16919;324185024
16919;322705112
16919;389683665
16919;314254657
16919;341873687
16919;537445186
16919;389989922
17015;313802811
17015;324185024
17015;331281691
17015;342222004
17015;340968669
17015;389535758
17015;340359349
17015;388895596
17015;342024840
17015;341944225
17222;389989922
17222;366304939
17222;331281691
17222;300232154
17222;326907990
17222;340359349
17222;328630751
17222;331840533
17222;340113164
17222;323360503
17290;302684428
17290;300182334
17290;300411287
17290;301003968
17290;302942198
17290;303367189
17290;300191947
17290;304083900
17290;300388675
17290;300262029
17308;313802811
17308;389535758
17308;315043575
17308;341662018
17308;333246127
17308;312558819
17308;314430831
17308;313210204
17308;312574750
17308;340176458
17402;484735969
17402;300182334
17402;300388675
17402;300842916
17402;300262029
17402;301848441
17402;302684428
17402;480384676
17402;303664882
17402;300981649
17544;480469675
17544;480718576
17544;482687030
17544;481166630
17544;649441888
17544;481326908
17544;480873488
17544;481089436
17544;487856262
17544;480000926
17823;303997365
17823;649441888
17823;301120122
17823;300169780
17823;300232154
17823;300689333
17823;300464477
17823;303605091
17823;480384676
17823;301725698
17987;300182334
17987;302684428
17987;303664882
17987;315494190
17987;303496004
17987;300853665
17987;303997365
17987;304083900
17987;300191947
17987;303367189
18033;302684428
18033;300981649
18033;303664882
18033;303806871
18033;300853665
18033;301120122
18033;301380762
18033;303216311
18033;302915632
18033;315494190
18799;300981649
18799;303997365
18799;303664882
18799;300853665
18799;301120122
18799;300182334
18799;302684428
18799;482647385
18799;300169780
18799;303806871
19040;300169780
19040;649441888
19040;303997365
19040;302684428
19040;303367189
19040;300191947
19040;302942198
19040;300265196
19040;300182334
19040;300241986
19095;303997365
19095;649441888
19095;300241986
19095;300169780
19095;301120122
19095;301725698
19095;300232154
19095;303605091
19095;300464477
19095;300228633
19128;649441888
19128;303997365
19128;300981649
19128;301120122
19128;300232154
19128;300689333
19128;301725698
19128;300228633
19128;484735969
19128;303100713
19172;389989922
19172;366304939
19172;331281691
19172;300232154
19172;326907990
19172;340359349
19172;328630751
19172;331840533
19172;340113164
19172;323360503
19206;389535758
19206;389062175
19206;344672225
19206;340326711
19206;342473064
19206;389127168
19206;389180050
19206;343210506
19206;388784865
19206;327786281
19248;303997365
19248;484735969
19248;649441888
19248;480718576
19248;480384676
19248;300169780
19248;482647385
19248;300981649
19248;483246369
19248;301725698
19301;303997365
19301;649441888
19301;300241986
19301;300169780
19301;301120122
19301;301725698
19301;300232154
19301;303605091
19301;300464477
19301;300228633
19489;300169780
19489;649441888
19489;303997365
19489;302684428
19489;303367189
19489;300191947
19489;302942198
19489;300265196
19489;300182334
19489;300241986
19708;481556558
19708;485468081
19708;303997365
19708;480003797
19708;485490358
19708;481572407
19708;485442706
19708;482508103
19708;300197223
19708;482647385
19751;303997365
19751;301725698
19751;649441888
19751;300241986
19751;300169780
19751;301120122
19751;300232154
19751;300228633
19751;303100713
19751;303605091
20153;303997365
20153;649441888
20153;300241986
20153;300169780
20153;301120122
20153;301725698
20153;300232154
20153;303605091
20153;300464477
20153;300228633
20213;649441888
20213;301120122
20213;303997365
20213;300232154
20213;480469675
20213;480718576
20213;481166630
20213;301725698
20213;302684428
20213;482687030
20343;302684428
20343;303216311
20343;301380762
20343;303664882
20343;300853665
20343;301344847
20343;300689333
20343;300374374
20343;300981649
20343;301706144
20394;649441888
20394;303997365
20394;301725698
20394;482647385
20394;300228633
20394;300464477
20394;300925398
20394;484735969
20394;300169780
20394;300548893
20417;300169780
20417;649441888
20417;303997365
20417;302684428
20417;303367189
20417;300191947
20417;302942198
20417;300265196
20417;300182334
20417;300241986
20809;484735969
20809;482508103
20809;482653326
20809;482647385
20809;480384676
20809;486330335
20809;480718576
20809;300853665
20809;488079195
20809;480946995
20864;303997365
20864;649441888
20864;300241986
20864;300169780
20864;301120122
20864;301725698
20864;300232154
20864;303605091
20864;300464477
20864;300228633
20973;649441888
20973;303997365
20973;300232154
20973;300241986
20973;301725698
20973;300228657
20973;300188093
20973;300169780
20973;300987302
20973;301120122
21596;484735969
21596;303997365
21596;480384676
21596;301120122
21596;300981649
21596;649441888
21596;301725698
21596;303605091
21596;300232154
21596;482647385
21909;303997365
21909;649441888
21909;300241986
21909;300169780
21909;301120122
21909;301725698
21909;300232154
21909;303605091
21909;300464477
21909;300228633
22033;300169780
22033;649441888
22033;303997365
22033;302684428
22033;303367189
22033;300191947
22033;302942198
22033;300265196
22033;300182334
22033;300241986
22143;302684428
22143;484735969
22143;480123150
22143;480384676
22143;303997365
22143;300689333
22143;480718576
22143;301706144
22143;300169780
22143;301848441
22160;303997365
22160;649441888
22160;301725698
22160;484735969
22160;300228633
22160;300241986
22160;300169780
22160;303605091
22160;300232154
22160;300689333
22191;315043575
22191;341662018
22191;312574750
22191;324185024
22191;331281691
22191;316045348
22191;332122696
22191;326355513
22191;324027481
22191;340913362
22246;649441888
22246;303997365
22246;301120122
22246;302684428
22246;300169780
22246;300689333
22246;301725698
22246;300241986
22246;301380762
22246;303216311
22323;480384676
22323;302684428
22323;303997365
22323;301120122
22323;480873488
22323;480718576
22323;484735969
22323;301725698
22323;301848441
22323;300842916
22457;303997365
22457;300197223
22457;482647385
22457;389535758
22457;300925398
22457;649441888
22457;303664882
22457;342361994
22457;301725698
22457;300853665
22728;484735969
22728;481200835
22728;482653326
22728;480384676
22728;480946995
22728;480718576
22728;300853665
22728;304083900
22728;480123150
22728;485490358
23023;300241986
23023;301120122
23023;481599871
23023;481572407
23023;485442706
23023;480003797
23023;482800807
23023;485490358
23023;649441888
23023;482074726
23070;481572407
23070;485442706
23070;487759151
23070;481166630
23070;480003797
23070;301120122
23070;481599871
23070;480840987
23070;483238523
23070;480622252
23324;484735969
23324;480384676
23324;485442706
23324;481572407
23324;300981649
23324;482687030
23324;303997365
23324;484342316
23324;482653326
23324;480698377
23552;300241986
23552;304083900
23552;302684428
23552;300182334
23552;482687030
23552;485442706
23552;481572407
23552;300388675
23552;301848441
23552;300842916
23559;303997365
23559;649441888
23559;301120122
23559;300169780
23559;300228633
23559;301725698
23559;300241986
23559;300464477
23559;303100713
23559;300689333
23730;303997365
23730;481166630
23730;649441888
23730;300169780
23730;483620907
23730;485490358
23730;487759151
23730;485283001
23730;484764514
23730;300399527
23858;649441888
23858;303997365
23858;480469675
23858;302684428
23858;300241986
23858;300232154
23858;648584407
23858;301725698
23858;301847815
23858;300169780
24054;301120122
24054;300981649
24054;300853665
24054;480607014
24054;482647385
24054;484735969
24054;303664882
24054;482508103
24054;486330335
24054;301702155
24678;324185024
24678;312551770
24678;340150525
24678;388784865
24678;343210506
24678;312779178
24678;312574750
24678;333246127
24678;341662018
24678;315043575
24798;484735969
24798;480123150
24798;480384676
24798;304083900
24798;482653326
24798;300262029
24798;300842916
24798;301848441
24798;300388675
24798;315494190
24862;301725698
24862;649441888
24862;300241986
24862;303997365
24862;480469675
24862;300169780
24862;481166630
24862;300464477
24862;484735969
24862;486292035
25645;303997365
25645;301725698
25645;649441888
25645;300241986
25645;300169780
25645;301120122
25645;300232154
25645;300228633
25645;303100713
25645;303605091
25650;649441888
25650;303997365
25650;301725698
25650;300548893
25650;300464477
25650;300169780
25650;300689333
25650;301120122
25650;300241986
25650;303605091
25651;649441888
25651;484735969
25651;481572407
25651;485442706
25651;481166630
25651;302763933
25651;487759151
25651;301120122
25651;480785182
25651;300689333
25659;303997365
25659;649441888
25659;300241986
25659;301725698
25659;301120122
25659;303371603
25659;300169780
25659;300232154
25659;481166630
25659;300689333
25669;300169780
25669;649441888
25669;303997365
25669;302684428
25669;303367189
25669;300191947
25669;302942198
25669;300265196
25669;300182334
25669;300241986
25671;303997365
25671;649441888
25671;300241986
25671;300169780
25671;301120122
25671;301725698
25671;300232154
25671;303605091
25671;300464477
25671;300228633
25680;300241986
25680;303997365
25680;301725698
25680;649441888
25680;301120122
25680;300169780
25680;300228633
25680;301858465
25680;303371603
25680;302763933
25713;303997365
25713;649441888
25713;300241986
25713;301725698
25713;303371603
25713;301120122
25713;300169780
25713;300689333
25713;481166630
25713;300412607
25718;303997365
25718;649441888
25718;300241986
25718;300169780
25718;301120122
25718;301725698
25718;300232154
25718;303605091
25718;300464477
25718;300228633
25719;481599871
25719;649441888
25719;301120122
25719;481572407
25719;485442706
25719;483620907
25719;484764514
25719;485283001
25719;480003797
25719;484735969
25723;649441888
25723;303997365
25723;304083900
25723;300241986
25723;300987302
25723;480469675
25723;300169780
25723;300228657
25723;301120122
25723;302684428
25725;300169780
25725;649441888
25725;303997365
25725;302684428
25725;303367189
25725;300191947
25725;302942198
25725;300265196
25725;300182334
25725;300241986
25737;649441888
25737;301725698
25737;300241986
25737;303997365
25737;301120122
25737;303371603
25737;301858465
25737;481166630
25737;483238523
25737;485442706
25741;303997365
25741;649441888
25741;300169780
25741;300241986
25741;301725698
25741;481166630
25741;303371603
25741;480003797
25741;300464477
25741;301120122
25759;331281691
25759;340359349
25759;342222004
25759;312847811
25759;315931621
25759;341754490
25759;340932611
25759;312665949
25759;329076426
25759;343532409
25763;300169780
25763;649441888
25763;303997365
25763;302684428
25763;303367189
25763;300191947
25763;302942198
25763;300265196
25763;300182334
25763;300241986
25796;303997365
25796;301725698
25796;649441888
25796;300241986
25796;300169780
25796;301120122
25796;300232154
25796;300228633
25796;303100713
25796;303605091
25810;649441888
25810;484735969
25810;481572407
25810;485442706
25810;481166630
25810;302763933
25810;487759151
25810;301120122
25810;480785182
25810;300689333
25821;303997365
25821;649441888
25821;301725698
25821;300241986
25821;300169780
25821;301120122
25821;300232154
25821;301858465
