id;company_name;city;country;foundation_year_cat
16096;infolab GmbH;Erlangen;DE;experte
16155;Schlasse GmbH Für Kommunikation;Erkrath;DE;reifen
16188;cantaloop GmbH;Duisburg;DE;experte
16268;G.W.P. Manufacturing Services AG;Teltow;DE;experte
16644;WILAmed GmbH;Kammerstein;DE;experte
16814;K12 Agentur für Kommunikation und Innovation GmbH;Düsseldorf;DE;experte
16853;Wunder Personal-Dienstleistungen GmbH;Lübbecke;DE;experte
16919;Marché Restaurants Schweiz AG;Kemptthal;CH;experte
17015;eMagnetix Online Marketing GmbH;Bad Leonfelden;AT;experte
17222;Augenblick GmbH;Zürich;CH;experte
17290;Control Mechatronics GmbH;Nidderau;DE;experte
17308;TraviAustria GmbH;Wien;AT;junge
17402;tma pure;Bensheim;DE;experte
17544;Brüggen Fahrzeugwerk & Service GmbH;Lübtheen;DE;experte
17823;Heusch GmbH & Co. KG;Aachen;DE;experte
17987;Fritsch Elektronik GmbH;Achern;DE;experte
18033;SP Consulting GmbH;Ludwigshafen;DE;experte
18799;Sandmeier Consulting GmbH;Oerlinghausen;DE;experte
19040;september Strategie & Forschung GmbH;Köln;DE;experte
19095;Congrex Deutschland GmbH;Berlin;DE;experte
19128;Mahindra Satyam;Wiesbaden;DE;experte
19172;Permed AG;Zürich;CH;experte
19206;JDM;London;GB;experte
19248;ALATEX GmbH - Narrow Webbings;Emsdetten;DE;experte
19301;Mary Kay Cosmetics;Berlin;DE;experte
19489;Mehler Texnologies GmbH;Hückelhoven;DE;experte
19708;Gustav Ramelow KG;Elmshorn;DE;reifen
19751;elbformat content solutions GmbH;Hamburg;DE;experte
20153;Comelio GmbH;Berlin;DE;experte
20213;Dextro Group Germany GmbH;Darmstadt;DE;experte
20343;Energetix GmbH & Co. KG;Bingen;DE;experte
20394;Schollmeier Autofunk e.K.;Mannheim;DE;reifen
20417;Mühlhäuser GmbH;Mönchengladbach;DE;experte
20809;ime mobile solutions GmbH;Neunkirchen;DE;experte
20864;Reusch Rechtsanwälte;Berlin;DE;experte
20973;ASI DataMyte GmbH;Lübeck;DE;experte
21596;WestfalenBahn GmbH;Bielefeld;DE;experte
21909;Klopotek AG;Berlin;DE;experte
22033;Liebetrau Listservice GmbH;Köln;DE;experte
22143;tacticx GmbH;Geldern;DE;experte
22160;Reese GmbH;Braunschweig;DE;experte
22191;comm.ag Communication Agency GmbH;Innsbruck;AT;experte
22246;GFB EDV Consulting und Services GmbH;Oberursel;DE;experte
22323;WEW DISPLAY DESIGN GMBH;Pinneberg;DE;experte
22457;Moosmann GmbH & Co. KG;Ravensburg;DE;reifen
22728;CONACTIVE GmbH & Co KG;Deggendorf;DE;experte
23023;JoKo GmbH;Siegen;DE;experte
23070;EMC Test NRW GmbH;Dortmund;DE;experte
23324;Schwindt CAD/CAM-Technologie GmbH;Coburg;DE;experte
23552;VMT Vertriebs+Management-Training;Staufenberg;DE;experte
23559;sbc soptim business consult GmbH;Essen;DE;experte
23730;Niederberger Gruppe;Köln (Verwaltung);DE;reifen
23858;ZOLL Medical Deutschland GmbH;Köln;DE;experte
24054;OLIGO Lichttechnik GmbH;Hennef;DE;experte
24678;itl Institut für technische Literatur GmbH;Wien;AT;experte
24798;Consolutions GmbH & Co. KG;Traunstein;DE;experte
24862;DigiOnline GmbH;Köln;DE;experte
25645;epublica GmbH;Hamburg;DE;experte
25650;UBS Deutschland AG;Frankfurt;DE;experte
25651;DZ BANK AG;Frankfurt am Main;DE;experte
25659;Scholz & Friends Brand Affairs GmbH;Hamburg;DE;experte
25669;Lycos Europe GmbH;Gütersloh;DE;experte
25671;YOC AG;Berlin;DE;experte
25680;Google Germany GmbH;Hamburg;DE;experte
25713;Scholz & Friends Berlin;Berlin;DE;experte
25718;forium GmbH;Berlin;DE;experte
25719;Bain & Company;München;DE;junge
25723;Adconion Media Group;München;DE;experte
25725;QSC AG;Köln;DE;experte
25737;Win Race Pferderennen Vermarktungs GmbH;Hamburg;DE;experte
25741;Bundeswehr;Berlin;DE;reifen
25759;T-Systems Schweiz AG;Zollikofen;CH;reifen
25763;Pressebüro Gebhardt-Seele;München;DE;experte
25796;Ponton Consulting GmbH;Hamburg;DE;experte
25810;Ogilvy & Mather;Frankfurt am Main;DE;experte
25821;CoreMedia AG;Hamburg;DE;experte
25838;Bankhaus Lampe KG;Düsseldorf;DE;experte
25860;ZDF;Mainz;DE;reifen
25862;ARD;Berlin;DE;reifen
25888;HJG Unternehmensberatungs GmbH;Kirchheim bei München;DE;junge
25890;HWF Hamburgische Gesellschaft für Wirtschaftsförderung mbH;Hamburg;DE;experte
25948;Accenture;Kronberg im Taunus;DE;experte
25959;Tribal DDB;Hamburg;DE;experte
25987;erento GmbH;Berlin;DE;experte
25992;Helm AG;Schöftland;CH;experte
26011;Interone Worldwide GmbH;Köln;DE;experte
26015;Novedia AG;Berlin;DE;experte
26021;NorCom AG;München;DE;junge
26082;Jung von Matt;Hamburg;DE;experte
26129;Tomorrow Focus AG;München;DE;experte
26136;eBay;Berlin;DE;experte
26158;BANKINGCLUB GmbH;Köln;DE;experte
26165;Otto Group;Hamburg;DE;reifen
26175;Excelsior Hotel Ernst;Köln;DE;reifen
26176;Mettler Toledo;Greifensee;CH;experte
26182;ETHALON GmbH;Hamburg;DE;experte
26183;Otto (GmbH & Co KG);Hamburg;DE;reifen
26211;Xsite GmbH;Düsseldorf;DE;experte
26214;Bundesdruckerei GmbH;Berlin;DE;experte
26215;Deutscher Bundestag;Berlin;DE;experte
26217;msg;Ismaning/München;DE;junge
26240;mediafinanz AG;Osnabrück;DE;experte
26247;artegic AG;Bonn;DE;experte
26252;azionare GmbH;Bautzen.................. Hamburg, München;DE;experte
26275;BCC;Poznań;DE;experte
26311;Condor Flugdienst GmbH;Frankfurt;DE;reifen
26320;SITA Deutschland GmbH;Köln;DE;experte
26321;AT&T;Atlanta;US;experte
26323;TU Dresden;Dresden;DE;experte
26326;innoQ Deutschland GmbH;Monheim/Rhein;DE;experte
26333;11880 Internet Services AG;Essen;DE;experte
26343;Roche in Deutschland;Mannheim / Grenzach-Wyhlen;DE;experte
26349;Mass Response Service GmbH;Wien;AT;experte
26357;DXC Technology;Böblingen;DE;experte
26361;ORF;Wien;AT;experte
26384;SPV Solutions, Products, Visions AG;München;DE;junge
26400;Volkswagen AG;Wolfsburg;DE;reifen
26419;janolaw AG;Sulzbach;DE;experte
26455;T-Systems Multimedia Solutions GmbH;Dresden;DE;experte
26472;Gruner + Jahr GmbH & Co KG;Hamburg;DE;junge
26477;LEONI AG;Nürnberg;DE;reifen
26504;Retailo AG;Köln;DE;experte
26517;Oracle;München;DE;junge
26540;Tele Columbus GmbH;Berlin;DE;experte
26572;Basler Kantonalbank;Basel;CH;reifen
26645;BridgingIT GmbH;Mannheim;DE;experte
26656;Neuhaus Partners GmbH;Hamburg;DE;experte
26677;ADAC;München;DE;reifen
26688;myToys.de GmbH;Berlin;DE;experte
26689;deal united GmbH;München;DE;experte
26691;Comfone AG;Bern 22;CH;experte
26698;netpoint GmbH;Mönchengladbach;DE;experte
26752;McDonald's Deutschland;München;DE;experte
26753;argonauten G2;Berlin;DE;experte
26756;IBM Deutschland Entwicklung GmbH;Böblingen;DE;experte
26762;Univention GmbH;Bremen;DE;experte
26790;billiton internet services GmbH;Siegen;DE;experte
26799;e-Spirit AG;Dortmund;DE;experte
26813;United Internet Media AG;Karlsruhe;DE;experte
26820;Valentins GmbH;Mörfelden-Walldorf;DE;experte
26862;Merten GmbH;Wiehl;DE;experte
26870;Gourmondo GmbH;München;DE;experte
26889;Hüthig GmbH;Heidelberg;DE;experte
26890;Frankfurter Rundschau;Frankfurt;DE;experte
26919;intelligent views gmbh;Darmstadt;DE;experte
26924;McCann Erickson GmbH;Düsseldorf;DE;experte
26928;Airpas Aviation AG;Braunschweig;DE;experte
26930;EDS;Cordoba;AR;junge
26941;VSP Financial Services AG;Wiesbaden;DE;experte
26950;The Boston Consulting Group;München;DE;reifen
26968;radio ffn;Hannover;DE;experte
26991;Premiere Fernsehen GmbH & Co. KG;Unterföhring;DE;experte
27010;tesa SE;Norderstedt;DE;experte
27031;Ticket Online Software GmbH;Hamburg;DE;experte
27060;Avantgarde Gesellschaft für Kommunikation mbH;München;DE;junge
27072;Xerox;Neuss;DE;experte
27080;Lufthansa Flight Training GmbH;Frankfurt;DE;experte
27088;Stadtverwaltung Böblingen;Böblingen;DE;experte
27089;DAS STUDIO Torsten Hegner GmbH;Neu-Isenburg;DE;experte
27096;HA Hessen Agentur GmbH;Wiesbaden;DE;experte
27100;Aquila Capital;Hamburg;DE;experte
27107;abas Software AG;Karlsruhe;DE;junge
27149;NAVIGON AG;Würzburg;DE;experte
27151;parameta Projektberatung GmbH & Co. KG;Erding;DE;experte
27168;alogis AG;Berlin;DE;experte
27169;PMC;München;DE;experte
27170;NetCologne GmbH;Köln;DE;experte
27199;Avago Technologies;München;DE;experte
27200;Agilent Technologies;Waldbronn;DE;experte
27206;360 Treasury Systems AG;Frankfurt am Main;DE;experte
27218;subreport Verlag Schawe GmbH;Köln;DE;reifen
27219;Welt der Wunder GmbH;München;DE;experte
27232;TANNER AG;Lindau;DE;experte
27266;Sportnex GmbH;München;DE;experte
27295;ZMM Zeitmanager München GmbH;München;DE;experte
27300;BMW Group;München;DE;experte
27309;SOFTWERK GmbH;Fürth;DE;experte
27311;fischerAppelt;Hamburg;DE;junge
27320;Hammer AG;München;DE;experte
27325;IVU Traffic Technologies AG;Berlin;DE;junge
27353;Medienwirtschaft Verlags GmbH;Wien;AT;experte
27358;PTV GROUP;Karlsruhe;DE;experte
27362;Holtzbrinck Publishing Group;Stuttgart;DE;reifen
27377;Berendsohn AG;Hamburg;DE;reifen
27390;Honeywell;Offenbach;DE;reifen
27425;Horváth & Partners Management Consultants;Stuttgart;DE;junge
27432;AMX GmbH;Wendlingen;DE;experte
27471;admatec GmbH;Hamburg;DE;experte
27503;Alpen-Adria-Universität Klagenfurt;Klagenfurt;AT;experte
27533;Coop;Basel;CH;reifen
27550;Grundy UFA TV Produktions GmbH;Potsdam;DE;experte
27556;BBDO Consulting;Madrid;ES;experte
27560;geiger BDT GmbH;Bergisch Gladbach;DE;junge
27562;OTRS AG;Oberursel;DE;experte
27587;ito consult GmbH;Dresden;DE;experte
27597;Deutsches Rotes Kreuz;Berlin;DE;experte
27608;R+V Versicherung;Wiesbaden;DE;experte
27616;Landwirtschaftliche Rentenbank;Frankfurt am Main;DE;reifen
27620;Native Instruments GmbH;Berlin;DE;experte
27621;DIAMOS AG;Sulzbach;DE;experte
27629;Sigma-Aldrich Chemie GmbH;Taufkirchen;DE;experte
27651;T-Systems Enterprise Services GmbH;Darmstadt;DE;experte
27653;Clariant;Muttenz;CH;experte
27669;Fork Unstable Media GmbH;Hamburg;DE;experte
27686;Optima;Moscow;RU;experte
27691;Danaher Motion;Düsseldorf;US;experte
27704;toplink GmbH;Darmstadt;DE;experte
27723;Atos;Essen;DE;experte
27760;Sparkasse;P-Seminar Wasserburg;DE;experte
27762;BAUR Versand;Burgkunstadt;DE;reifen
27773;INFORA GmbH;Köln;DE;junge
27788;alstria office REIT-AG;Hamburg;DE;experte
27794;Duale Hochschule Baden-Württemberg;Stuttgart;DE;experte
27795;WITTENSTEIN SE;Igersheim;DE;experte
27845;Epigenomics AG;Berlin;DE;experte
27876;Amadeus FiRe AG – Zeitarbeit, Personalvermittlung, Interim Management;Frankfurt am Main;DE;junge
27898;ONLINE USV-Systeme AG;Grünwald;DE;experte
27969;Fujitsu Services GmbH;Frankfurt am Main;DE;experte
27975;GLG;München;DE;experte
27980;Marks & Spencer;İstanbul;TR;experte
28002;ICS;Barcelona;ES;experte
28010;ORGA GmbH;Karlsruhe;DE;experte
28052;Virtual Identity AG;Freiburg;DE;experte
28073;Sophos GmbH;Wiesbaden;DE;junge
28076;Telis Finanz AG;Regensburg;DE;experte
28084;LEWIS Communications GmbH;München;DE;experte
28085;Bell Microproducts GmbH;Neubiberg;DE;experte
28095;Xerox GmbH;Neuss;DE;experte
28117;MINISTRY GROUP;Hamburg;DE;experte
28123;JobScout24 GmbH;München;DE;experte
28124;TradeDoubler GmbH;München;DE;experte
28143;iTAC Software AG;Montabaur;DE;experte
28159;Vobis AG;Potsdam;DE;experte
28164;RightNow Technologies;Bozeman;US;experte
28182;avesco Financial Services AG;Berlin;DE;experte
28189;Agnitas AG;München;DE;experte
28196;Macromedia;München;DE;experte
28221;Debeka;Koblenz;DE;reifen
28240;Analog Devices;München;DE;experte
28242;EARSandEYES GmbH;Hamburg;DE;experte
28283;Gartner Deutschland GmbH;München;DE;junge
28306;Ray Sono AG;München;DE;experte
28317;Schneider GmbH & Co. KG;Fronhausen;DE;experte
28320;EBV Elektronik GmbH & Co. KG;Poing;DE;junge
28335;Universität Tübingen;Tübingen;DE;experte
28338;Teamplan GmbH;Tübingen;DE;experte
28345;Mrs.Sporty GmbH;Berlin;DE;experte
28363;Hamberger Industriewerke GmbH;Stephanskirchen;DE;experte
28368;Sparkasse Pforzheim Calw;Pforzheim;DE;reifen
28393;Strategy&, Part of the PwC Network;Düsseldorf;DE;experte
28402;Coca-Cola GmbH;Berlin;DE;experte
28414;Heussen Rechtsanwaltsgesellschaft mbH;München;DE;experte
28427;Creditreform Rating AG;Neuss;DE;experte
28434;DSA Deutsche Sportausweis GmbH;Bochum;DE;experte
28435;ASS Athletic Sport Sponsoring GmbH;Bochum;DE;experte
28444;Blue Corporate Finance AG;München;DE;experte
28446;RMS Radio Marketing Service GmbH & Co. KG;Hamburg;DE;junge
28452;Compass;Köln;DE;experte
28468;The Walt Disney Company (Germany) GmbH;München;DE;experte
28511;Grohe AG;Düsseldorf;DE;reifen
28527;Universität zu Köln;Köln;DE;experte
28533;AEG Power Solutions GmbH;Warstein;DE;experte
28574;WestLB AG;Düsseldorf;DE;experte
28607;Rasco GmbH;Kolbermoor;DE;experte
28631;amasol AG;München;DE;experte
28640;personal total;München;DE;experte
28672;Dialego AG;Aachen;DE;experte
28674;Millward Brown;Frankfurt am Main;DE;junge
28688;ZSH GmbH Finanzdienstleistungen;Heidelberg;DE;junge
28695;Scholz & Friends NeuMarkt GmbH;Hamburg;DE;experte
28716;Universität Kassel;Kassel;DE;experte
28717;Gleiss Lutz;Frankfurt;DE;reifen
28743;Magic Internet GmbH;Berlin;DE;experte
28745;Michael Page;Düsseldorf;DE;experte
28753;Star Finanz-Software Entwicklung und Vertriebs GmbH;Hamburg;DE;experte
28762;Wolters Reisen GmbH;Stuhr;DE;reifen
28766;HRblue AG;Grasbrunn (München);DE;experte
28776;MOSAIQ GmbH;Stuttgart;DE;experte
28796;Süddeutscher Verlag;München;DE;experte
28814;Consus Partner;Frankfurt am Main;DE;experte
28824;Hapag-Lloyd AG;Hamburg;DE;reifen
28860;CTL;Gothenburg;ES;experte
28869;Campus Consult Projektmanagement GmbH;Paderborn;DE;experte
28879;LSG Sky Chefs;Neu-Isenburg;DE;reifen
28880;Hilton;Opfikon-Glattbrugg;CH;experte
28887;OSCAR GmbH;Köln;DE;experte
28890;actori GmbH;München;DE;experte
28895;GAM;Zürich;CH;junge
28920;SOLVIANS IT-Solutions GmbH;Frankfurt;DE;experte
28921;TALENTspy GmbH;München;DE;experte
28934;ThyssenKrupp Marine Systems;Kiel;DE;experte
28945;CENIT AG;Stuttgart;DE;junge
28949;Deutz AG;Köln;DE;experte
28960;Jamba! GmbH;Berlin;DE;experte
28965;Mediaedge:cia;Düsseldorf;DE;experte
28991;Mercedes-Benz Accessories GmbH;Stuttgart;DE;experte
28992;Kolle Rebbe Werbeagentur GmbH;Hamburg;DE;experte
28993;MEAG MUNICH ERGO AssetManagement GmbH;München;DE;experte
28995;Carlson Wagonlit Travel;Eschborn;DE;experte
29043;A-ROSA Scharmützelsee;Bad Saarow;DE;experte
29047;E. Michaelis & Co. (GmbH & Co.) KG;Reinbek;DE;reifen
29058;w//Center Consulting GmbH;Hamburg;DE;experte
29061;TNT Express Worldwide;---;ES;experte
29076;Klinikum Oldenburg;Oldenburg;DE;experte
29110;mindmatters GmbH & Co. KG;Hamburg;DE;experte
29123;PROGENIUM GmbH & Co. KG;.;DE;experte
29141;GFT Technologies SE;Stuttgart;DE;junge
29146;Fujitsu Siemens Computers GmbH;Augsburg;DE;experte
29147;TowerConsult GmbH;Jena;DE;experte
29149;SWR;Stuttgart;DE;experte
29151;Lufthansa Technik AG;Hamburg;DE;experte
29190;Atlantic Zeiser GmbH;Emmingen;DE;experte
29196;Esprit;Ratingen;DE;junge
29203;Lexington Consulting GmbH;Berlin;DE;experte
29215;Commerz Systems GmbH;Eschborn;DE;experte
29254;Huber+Suhner AG;Herisau;CH;junge
29292;Obermeyer Planen + Beraten GmbH;München;DE;reifen
29294;Exact Software GmbH;Köln;DE;junge
29312;Joh. Wilh. von Eicken GmbH;Lübeck;DE;reifen
29367;STRATECO GmbH & Co. KG;Bad Homburg;DE;experte
29368;milch & zucker - Talent Acquisition & Talent Management Company AG;Gießen;DE;experte
29374;EWE NETZ GmbH;Oldenburg;DE;experte
29399;Top 21 GmbH;Stuttgart;DE;experte
29407;Rödl & Partner;Nürnberg;DE;experte
29414;GFT AG;Schenkenzell;DE;experte
29472;das werk;Berlin;DE;experte
29477;Endemol Deutschland GmbH;Köln;DE;experte
29497;alfabet AG;Berlin;DE;experte
29504;Randstad Deutschland GmbH & Co. KG;Eschborn;DE;experte
29548;SAPERION AG;Berlin;DE;experte
29553;NEC Electronics (Europe) GmbH;Düsseldorf;DE;experte
29590;Woelke von der Brüggen GmbH;München;DE;experte
29605;Helvetia Leben Maklerservice GmbH;Frankfurt am Main;DE;experte
29615;Picanova GmbH;Köln;DE;experte
29635;datango AG;Zossen;DE;experte
29643;HR factory GmbH;Ismaning;DE;experte
29650;WEKA;Kissing;DE;experte
29658;SYNAXON AG;Schloß Holte-Stukenbrock;DE;experte
29684;DEKRA Akademie GmbH;Stuttgart;DE;experte
29685;D-Link;Eschborn;DE;experte
29693;Kyocera Mita Deutschland GmbH;Meerbusch;DE;experte
29696;interexa AG;Mainz;DE;experte
29706;BakeMark Deutschland GmbH;Bremen;DE;experte
29720;Publicitas AG;Zurich;CH;reifen
29742;emnos GmbH;München;DE;experte
29744;motoso.de GmbH & Co. KG;Hamburg;DE;experte
29762;C. Gielisch GmbH;Düsseldorf;DE;reifen
29771;Lautsprecher Teufel GmbH;Berlin;DE;junge
29796;Media Markt;Hamburg;DE;experte
29801;Sunrise Communications AG;Zürich;CH;experte
29813;DASELL Cabin Interior GmbH;Hamburg;DE;experte
29832;Heraeus;Hanau;DE;experte
29834;Micromet AG;München;DE;experte
29844;Infraserv GmbH & Co. Höchst KG;Frankfurt am Main;DE;experte
29870;Kapsch CarrierCom AG;Wien;AT;reifen
29874;Kompass GmbH;Freiburg im Breisgau;DE;experte
29912;Sagem Orga GmbH;Paderborn;DE;experte
29919;Digital District GmbH;Düsseldorf;DE;experte
29934;ELAN GmbH;Hamburg;DE;experte
29937;netpoint media gmbh;Nierstein;DE;experte
29959;Dow Jones;Frankfurt;DE;experte
29964;Volkswagen Group Services GmbH;Wolfsburg;DE;experte
29969;NORD/LB;Hannover;DE;experte
29973;Generali;Wien;DE;experte
29977;Omnisec AG;Dällikon;CH;experte
29981;TAROX AG;Lünen;DE;experte
29986;Metropolitan;Cape Town;ES;experte
30008;OVB;Berlin;DE;experte
30015;d.velop AG;Gescher;DE;experte
30019;PENTADOC AG;Würzburg;DE;experte
30022;LGT;Vaduz;LI;reifen
30060;Valtech Deutschland;Düsseldorf;DE;experte
30061;International Transaction Services GmbH;Düsseldorf;DE;experte
30099;Mecklenburgische Versicherungsgruppe;Hannover;DE;reifen
30104;PLATO AG;Lübeck;DE;experte
30126;nonstopConsulting;München;DE;experte
30146;Campari Deutschland GmbH;Oberhaching;DE;junge
30151;Arvato;Gütersloh;DE;experte
30158;update software AG;Wien;AT;experte
30169;ec4u expert consulting ag;Karlsruhe;DE;experte
30212;aetka Communication Center AG;Hartmannsdorf;DE;experte
30221;ACTIWARE GmbH;Angelburg;DE;experte
30223;RAG Bildung GmbH;Dortmund;DE;experte
30230;Vivico Real Estate GmbH;München;DE;experte
